boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember,type_freq_Technical task,type_freq_Story,priority_freq_Critical,priority_freq_Blocker,priority_freq_Minor,priority_freq_Major,no_comment_min,no_comment_max,no_comment_mean,no_comment_median,no_comment_std,no_comment_var,no_comment_range,no_affectversion_min,no_affectversion_max,no_affectversion_mean,no_affectversion_median,no_affectversion_std,no_affectversion_var,no_affectversion_range,no_fixversion_min,no_fixversion_max,no_fixversion_mean,no_fixversion_median,no_fixversion_std,no_fixversion_var,no_fixversion_range,no_issuelink_min,no_issuelink_max,no_issuelink_mean,no_issuelink_median,no_issuelink_std,no_issuelink_var,no_issuelink_range,no_blocking_min,no_blocking_max,no_blocking_mean,no_blocking_median,no_blocking_std,no_blocking_var,no_blocking_range,no_blockedby_min,no_blockedby_max,no_blockedby_mean,no_blockedby_median,no_blockedby_std,no_blockedby_var,no_blockedby_range,no_fixversion_change_min,no_fixversion_change_max,no_fixversion_change_mean,no_fixversion_change_median,no_fixversion_change_std,no_fixversion_change_var,no_fixversion_change_range,no_priority_change_min,no_priority_change_max,no_priority_change_mean,no_priority_change_median,no_priority_change_std,no_priority_change_var,no_priority_change_range,no_des_change_min,no_des_change_max,no_des_change_mean,no_des_change_median,no_des_change_std,no_des_change_var,no_des_change_range,gunning_fog_freq_easy,type_freq_Bug,type_freq_New Feature,type_freq_Improvement,type_freq_Task,gunning_fog_freq_hard,priority_freq_Trivial,type_freq_Epic
23,40,45 - Dijkstra M1,12,10,0,0,7,28,0,0,3,12,2,8,2,8,1,2,0.0,0.0,0.0,0.0,10.0,2.0,0.0,3.0,0.6666666666666666,0.0,1.0730867399773196,1.1515151515151516,3.0,0.0,3.0,0.5833333333333334,0.0,0.9003366373785199,0.8106060606060604,3.0,0.0,3.0,1.4166666666666667,1.0,0.7929614610987591,0.6287878787878788,3.0,0.0,2.0,0.8333333333333334,1.0,0.8348471099367218,0.6969696969696969,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5833333333333334,0.0,1.0836246694508318,1.1742424242424243,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.38924947208076144,0.1515151515151515,1.0,9.0,4.0,4.0,2.0,2.0,3.0,0.0,0.0
23,42,46 - Codd SR2,4,16,7,28,1,4,3,12,5,20,0,0,0,0,1,1,0.0,0.0,0.0,0.0,5.0,6.0,0.0,3.0,0.9090909090909091,1.0,1.0444659357341868,1.0909090909090906,3.0,0.0,2.0,0.8181818181818182,1.0,0.6030226891555273,0.36363636363636365,2.0,0.0,2.0,1.0,1.0,0.7745966692414834,0.6,2.0,0.0,2.0,0.8181818181818182,1.0,0.7507571935295483,0.5636363636363636,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.3015113445777636,0.09090909090909088,1.0,0.0,1.0,0.09090909090909091,0.0,0.3015113445777636,0.09090909090909088,1.0,0.0,2.0,0.8181818181818182,0.0,0.9816498172140427,0.9636363636363633,2.0,3.0,4.0,3.0,3.0,1.0,8.0,0.0,0.0
23,44,47 - Dijkstra RC1,12,11,0,0,6,24,1,4,5,20,0,0,0,0,1,1,0.0,0.0,0.0,0.0,8.0,5.0,0.0,5.0,1.1538461538461537,0.0,1.7722938923964164,3.1410256410256405,5.0,0.0,1.0,0.5384615384615384,1.0,0.5188745216627708,0.2692307692307693,1.0,0.0,2.0,1.0769230769230769,1.0,0.6405126152203485,0.4102564102564103,2.0,0.0,2.0,0.7692307692307693,1.0,0.7250110520819842,0.5256410256410257,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.2773500981126146,0.07692307692307694,1.0,0.0,3.0,0.5384615384615384,0.0,1.0500305245868344,1.1025641025641026,3.0,5.0,5.0,4.0,3.0,1.0,8.0,0.0,0.0
23,48,48 - Dijkstra GA,44,14,3,12,2,8,0,0,3,12,1,4,1,4,1,2,0.0,0.0,0.0,0.0,13.0,5.0,0.0,7.0,0.9444444444444444,0.0,1.8302112453523989,3.349673202614379,7.0,0.0,3.0,0.6666666666666666,1.0,0.7669649888473704,0.5882352941176471,3.0,0.0,3.0,1.2222222222222223,1.0,1.0032626514091005,1.0065359477124183,3.0,0.0,2.0,0.4444444444444444,0.0,0.783823376129674,0.6143790849673204,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,0.0,0.23570226039551584,0.05555555555555556,1.0,0.0,2.0,0.1111111111111111,0.0,0.4714045207910317,0.22222222222222224,2.0,10.0,6.0,2.0,7.0,3.0,8.0,0.0,0.0
23,52,49 - Dijkstra SR1,4,8,1,4,3,12,0,0,2,8,1,4,1,4,1,2,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,1.375,1.0,1.5059406173077154,2.267857142857143,3.0,0.0,1.0,0.875,1.0,0.3535533905932738,0.125,1.0,0.0,2.0,1.125,1.0,0.8345229603962802,0.6964285714285714,2.0,0.0,5.0,1.375,1.0,1.685018016012207,2.8392857142857144,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.7071067811865476,0.5,2.0,0.0,1.0,0.125,0.0,0.3535533905932738,0.125,1.0,0.0,2.0,0.375,0.0,0.7440238091428449,0.5535714285714286,2.0,3.0,3.0,4.0,0.0,1.0,5.0,0.0,0.0
23,53,50 - Evans M1,12,17,2,8,1,4,0,0,0,0,3,12,0,0,1,2,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,2.0,1.0,2.390457218668787,5.714285714285714,6.0,0.0,1.0,0.5,0.5,0.5345224838248488,0.2857142857142857,1.0,0.0,2.0,1.125,1.0,0.8345229603962802,0.6964285714285714,2.0,0.0,5.0,1.375,1.0,1.685018016012207,2.8392857142857144,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.3535533905932738,0.125,1.0,0.0,15.0,2.25,0.0,5.203021100421233,27.071428571428573,15.0,4.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0
23,55,51 - Dijkstra SR2,0,10,2,8,5,20,0,0,1,4,0,0,6,24,1,2,0.0,0.0,0.0,0.0,6.0,3.0,0.0,6.0,2.2222222222222223,2.0,2.279132388529557,5.194444444444444,6.0,0.0,2.0,0.6666666666666666,1.0,0.7071067811865476,0.5,2.0,0.0,2.0,0.6666666666666666,1.0,0.7071067811865476,0.5,2.0,0.0,2.0,0.6666666666666666,0.0,0.8660254037844386,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.7071067811865476,0.5,2.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,0.0,3.0,0.5555555555555556,0.0,1.0137937550497034,1.027777777777778,3.0,5.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0
23,56,52 - Evans RC1,8,11,2,8,2,8,0,0,0,0,4,16,0,0,1,1,0.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,1.25,0.0,1.8322507626258087,3.357142857142857,4.0,0.0,1.0,0.375,0.0,0.5175491695067657,0.26785714285714285,1.0,0.0,2.0,1.0,1.0,0.7559289460184544,0.5714285714285714,2.0,0.0,2.0,1.125,1.5,0.9910312089651149,0.9821428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.9258200997725514,0.8571428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.375,0.0,1.0606601717798212,1.125,3.0,5.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0
23,61,52 - Evans GA,28,16,1,4,0,0,0,0,1,4,0,0,0,0,1,1,0.0,0.0,0.0,0.0,6.0,3.0,0.0,7.0,1.2222222222222223,0.0,2.3863035105460586,5.694444444444444,7.0,0.0,2.0,0.4444444444444444,0.0,0.7264831572567789,0.5277777777777778,2.0,1.0,2.0,1.2222222222222223,1.0,0.4409585518440984,0.19444444444444442,1.0,0.0,3.0,0.6666666666666666,0.0,1.118033988749895,1.2500000000000002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2222222222222222,0.0,0.44095855184409843,0.19444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,6.0,3.0,0.0,2.0,4.0,3.0,0.0,0.0
23,63,53 - Evans SR1,20,25,0,0,1,4,0,0,0,0,0,0,1,4,1,1,0.0,0.0,0.0,0.0,8.0,3.0,0.0,3.0,0.5454545454545454,0.0,1.0357254813546264,1.0727272727272728,3.0,0.0,2.0,1.0,1.0,0.7745966692414834,0.6,2.0,0.0,3.0,1.8181818181818181,2.0,0.9816498172140428,0.9636363636363635,3.0,0.0,2.0,0.45454545454545453,0.0,0.8201995322647243,0.6727272727272726,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.0,0.3015113445777636,0.09090909090909088,1.0,4.0,6.0,0.0,4.0,1.0,7.0,0.0,0.0
23,69,54 - Fowler M1,48,11,4,16,4,16,1,4,7,28,0,0,0,0,1,2,0.0,0.0,0.0,0.0,15.0,5.0,0.0,10.0,2.2,1.0,3.1220775808830616,9.74736842105263,10.0,0.0,2.0,0.75,1.0,0.7863975156570492,0.618421052631579,2.0,0.0,3.0,1.95,2.0,1.050062654772261,1.1026315789473684,3.0,0.0,2.0,0.35,0.0,0.5871429486123998,0.3447368421052631,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.7163503994113789,0.5131578947368421,3.0,0.0,1.0,0.1,0.0,0.30779350562554625,0.09473684210526317,1.0,0.0,2.0,0.2,0.0,0.523148363780597,0.27368421052631586,2.0,14.0,11.0,0.0,7.0,2.0,6.0,0.0,0.0
23,71,55 - Evans SR2,48,14,0,0,1,4,0,0,1,4,0,0,0,0,1,2,0.0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,0.8,0.0,2.111194651646991,4.457142857142858,6.0,0.0,3.0,0.3333333333333333,0.0,0.816496580927726,0.6666666666666666,3.0,0.0,3.0,1.4,1.0,1.0555973258234952,1.1142857142857143,3.0,0.0,2.0,0.26666666666666666,0.0,0.5936168397046636,0.3523809523809523,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.0,0.7745966692414831,0.5999999999999995,3.0,0.0,1.0,0.06666666666666667,0.0,0.25819888974716115,0.06666666666666668,1.0,0.0,2.0,0.2,0.0,0.5606119105813882,0.31428571428571433,2.0,10.0,2.0,2.0,4.0,7.0,5.0,1.0,0.0
23,76,56 - Fowler RC1,20,15,0,0,3,12,1,4,0,0,2,8,0,0,1,2,0.0,0.0,0.0,0.0,6.0,3.0,0.0,5.0,0.7777777777777778,0.0,1.7159383568311668,2.9444444444444446,5.0,0.0,2.0,0.5555555555555556,0.0,0.7264831572567789,0.5277777777777778,2.0,0.0,3.0,1.5555555555555556,1.0,1.130388330520878,1.2777777777777777,3.0,0.0,3.0,0.5555555555555556,0.0,1.0137937550497034,1.027777777777778,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,4.0,4.0,2.0,1.0,2.0,5.0,0.0,0.0
23,81,56 - Fowler GA,8,14,1,4,0,0,0,0,1,4,0,0,0,0,1,2,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,2.6457513110645907,7.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.3333333333333333,1.0,0.5773502691896257,0.3333333333333333,1.0,0.0,3.0,1.3333333333333333,1.0,1.5275252316519468,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.7320508075688772,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
23,84,57 - Fowler Aftermath,36,17,2,8,2,8,0,0,4,16,0,0,0,0,1,2,0.0,0.0,0.0,0.0,10.0,5.0,0.0,3.0,0.4666666666666667,0.0,0.915475416434127,0.8380952380952383,3.0,0.0,1.0,0.2,0.0,0.4140393356054126,0.17142857142857149,1.0,0.0,4.0,2.3333333333333335,3.0,1.4474937289114918,2.0952380952380953,4.0,0.0,2.0,0.6,0.0,0.828078671210825,0.6857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.5606119105813882,0.3142857142857144,2.0,0.0,1.0,0.06666666666666667,0.0,0.25819888974716115,0.06666666666666668,1.0,0.0,6.0,0.7333333333333333,0.0,1.7915143899851345,3.209523809523809,6.0,10.0,2.0,3.0,4.0,6.0,5.0,0.0,0.0
23,89,58 - Gosling M1,4,14,1,4,1,4,0,0,1,4,0,0,1,4,1,1,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,1.2,0.0,1.7888543819998315,3.1999999999999993,4.0,0.0,1.0,0.2,0.0,0.447213595499958,0.20000000000000004,1.0,0.0,4.0,1.2,1.0,1.6431676725154982,2.6999999999999993,4.0,0.0,2.0,0.4,0.0,0.8944271909999161,0.8000000000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,0.0,1.7888543819998322,3.200000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.0,1.3416407864998738,1.8000000000000003,3.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0
23,91,59 - Evans / Fowler SR,24,14,2,8,0,0,0,0,2,8,0,0,0,0,1,1,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,0.5,0.0,0.7071067811865476,0.5,2.0,0.0,4.0,0.8,0.0,1.3165611772087669,1.7333333333333338,4.0,0.0,4.0,1.9,1.0,1.66332999331662,2.7666666666666666,4.0,0.0,2.0,0.3,0.0,0.6749485577105528,0.4555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.0,0.9486832980505139,0.9000000000000001,3.0,0.0,1.0,0.1,0.0,0.31622776601683794,0.10000000000000002,1.0,6.0,5.0,1.0,0.0,4.0,4.0,0.0,0.0
23,93,Gosling RC1,12,14,2,8,1,4,0,0,3,12,0,0,0,0,1,1,0.0,0.0,0.0,0.0,6.0,4.0,0.0,3.0,0.6,0.0,1.0749676997731399,1.1555555555555554,3.0,0.0,3.0,0.9,1.0,0.8755950357709131,0.7666666666666667,3.0,0.0,2.0,0.9,1.0,0.8755950357709131,0.7666666666666667,2.0,0.0,2.0,0.3,0.0,0.6749485577105528,0.4555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,0.10000000000000002,1.0,0.0,3.0,0.3,0.0,0.9486832980505139,0.9000000000000001,3.0,0.0,3.0,0.5,0.0,1.0801234497346435,1.1666666666666667,3.0,4.0,5.0,1.0,2.0,2.0,6.0,0.0,0.0
27,14,Babbage - RC1 - Stage Two,8,21,0,0,1,4,0,0,0,0,0,0,1,4,1,1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
27,17,The Road To SpringOne,0,30,1,4,0,0,0,0,1,4,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,22,SpringOne Aftermath,4,21,0,0,1,4,0,0,1,4,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27,23,The Road to Codd M1,12,18,0,0,1,4,0,0,1,4,0,0,0,0,1,2,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,0.3333333333333333,0.0,0.7071067811865476,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.25,2.0,0.0,1.0,0.3333333333333333,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8888888888888888,0.0,1.536590742882148,2.361111111111111,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,1.0,7.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0
27,27,Codd M1,-8,49,5,20,1,4,0,0,3,12,0,0,3,12,1,3,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.5714285714285714,0.0,0.7867957924694432,0.6190476190476191,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,1.0,0.37796447300922725,0.14285714285714288,1.0,0.0,1.0,0.14285714285714285,0.0,0.3779644730092273,0.1428571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.7142857142857142,1.0,2.058663459163551,4.238095238095237,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.48795003647426666,0.23809523809523814,1.0,6.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0
27,30,42 - 2014 Kickoff,-4,14,5,20,0,0,0,0,4,16,0,0,1,4,1,2,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.5714285714285714,0.0,0.7867957924694432,0.6190476190476191,2.0,0.0,3.0,0.42857142857142855,0.0,1.1338934190276817,1.2857142857142858,3.0,0.0,1.0,0.7142857142857143,1.0,0.48795003647426666,0.23809523809523814,1.0,0.0,1.0,0.2857142857142857,0.0,0.48795003647426666,0.23809523809523814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.9148542155126762,3.6666666666666665,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.4879500364742666,0.2380952380952381,1.0,5.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0
27,34,43 - Babbage SR3,0,15,0,0,1,4,0,0,1,4,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,37,44 - Codd GA,12,21,1,4,1,4,0,0,0,0,0,0,2,8,1,1,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6666666666666666,0.0,1.632993161855452,2.666666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.408248290463863,0.16666666666666669,1.0,5.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0
27,40,45 - Dijkstra M1,0,10,0,0,2,8,0,0,1,4,0,0,1,4,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
27,42,46 - Codd SR2,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,44,47 - Dijkstra RC1,8,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
27,48,48 - Dijkstra GA,12,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
27,52,49 - Dijkstra SR1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,53,50 - Evans M1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
